,appliance,booking_date,booking_time,box_truck,cargo_van,dolly,estimated_distance,estimated_time,fare_quote,final_payment,furniture,helper,hitch,item_desc,item_weight,job_id,large_pickup,max_est,min_est,number_of_pros,real,request_origin,small_pickup,tip,trailer,vehicle_type,vehicle_type_single,time_in_minutes,loading_time,max_time_estimate,min_time_estimate
2097,0,2016-12-02 13:00:00,13.2,False,False,0,18.0153808594,22.0,$36.67 - $56.47,60.43,1,False,0,"Custom made chair, not identical to the picture. Please call before you go. Need to reference PO ON pickup ",101-250 lbs,3843,False,56.47,36.67,1,60.43,UNKNOWN,True,0.0,0,12,12,56.2,34.2,52.0,32.0
2098,0,2016-12-02 14:00:00,14.2,False,False,0,9.976716995239999,18.0,$29.99 - $47.52,41.58,0,False,0,Table has a removable leaf,51-100 lbs,3844,False,47.52,29.99,1,41.58,UNKNOWN,True,0.0,0,12,12,42.2333333333,24.233333333300003,48.0,28.0
2099,0,2016-12-02 19:00:00,19.2,False,False,0,0.9743097424510001,4.0,$29.99 - $33.66,29.99,0,False,0,Bed and box,50 lbs or less,3846,False,33.66,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,24.2166666667,20.2166666667,34.0,14.0
2101,0,2016-12-03 10:00:00,10.2,False,False,0,0.801567316055,4.0,$34.99 - $43.86,130.29,0,False,0,45-50 pieces of lumber 2x6x12,"501-1,000 lbs",3848,True,43.86,34.99,1,130.29,UNKNOWN,False,0.0,0,11,11,24.15,20.15,34.0,14.0
2102,0,2016-12-03 11:00:00,11.2,False,False,0,23.7941589355,33.0,$55.47 - $81.27,130.29,0,False,0,"This will be a very simple delivery of just moving a few pieces of simple furniture, not very heavy or difficult to move. Theres a bed and box spring so rope will be needed, theres a dresser, and perhaps small couch or small refriderator, and micsclaneous items.",50 lbs or less,3849,True,81.27,55.47,1,130.29,UNKNOWN,False,0.0,0,11,11,101.0,68.0,63.0,43.0
2103,0,2016-12-03 14:00:00,14.2,False,True,0,17.6000003815,35.6500015259,$58.89 - $84.69,105.78,0,False,0,"household items, boxes small couch. ","501-1,000 lbs",3850,False,84.69,58.89,1,105.78,UNKNOWN,False,0.0,0,9,9,82.28333333329999,46.63333180739999,65.6500015259,45.6500015259
2104,0,2016-12-03 09:30:00,9.2,False,False,0,23.0609416962,39.0,$63.21 - $89.01,92.88,0,False,0,1 leather couch and 2 leather chairs,101-250 lbs,3852,True,89.01,63.21,1,92.88,UNKNOWN,False,0.0,0,11,11,72.2666666667,33.266666666700004,69.0,49.0
2105,0,2016-12-03 13:00:00,13.2,False,False,0,5.44941473007,15.0,$34.98 - $49.54,45.58,1,False,0,Recliner chair ,51-100 lbs,3853,False,49.54,34.98,1,45.58,UNKNOWN,True,0.0,0,12,12,41.1333333333,26.1333333333,45.0,25.0
2106,0,2016-12-03 11:00:00,11.2,False,False,0,4.8000001907300005,11.9166669846,$29.99 - $41.50,37.62,0,False,0,"2 – Sheets of 3?4” Purebond Plywood 4 – Metal Bed Rail Brackets
9 – 2x4 Studs
2 – 2x2x8’
24 – 1x3x8’",50 lbs or less,3854,False,41.5,29.99,1,37.62,UNKNOWN,True,0.0,0,12,12,37.5666666667,25.649999682100002,41.9166669846,21.9166669846
2107,0,2016-12-05 10:30:00,10.2,False,False,0,115.142349243,116.0,$124.74 - $144.54,146.52,0,False,0,"picking up from a store and delivering to an address - the store is aware, easy loading. delivery has some stairs but not too many.",50 lbs or less,3855,False,144.54,124.74,1,146.52,UNKNOWN,True,0.0,0,12,12,148.466666667,32.466666667,146.0,126.0
2108,0,2016-12-03 15:00:00,15.2,False,False,0,7.0,21.1000003815,$40.12 - $65.92,73.53,0,False,0,"One sofa, one couch, and one chair",51-100 lbs,3856,True,65.92,40.12,1,73.53,UNKNOWN,False,0.0,0,11,11,56.75,35.649999618500004,51.100000381499996,31.1000003815
2109,0,2016-12-03 15:00:00,15.2,False,False,0,50.142776489300005,52.0,$61.38 - $81.18,29.99,0,False,0,christmas tree....10-12ft,51-100 lbs,3857,False,81.18,61.38,1,29.99,UNKNOWN,True,0.0,0,12,12,0.0333333333333,-51.9666666666667,82.0,62.0
2110,0,2016-12-03 15:30:00,15.2,False,False,0,18.9691829681,22.0,$63.36 - $102.96,139.59,0,False,0,"Queen bed, frame, mattress and box spring, couch and baby bed ",251-500 lbs,3858,False,102.96,63.36,2,139.59,UNKNOWN,True,0.0,0,"12,12",12,66.95,44.95,52.0,32.0
2111,0,2016-12-03 16:30:00,16.2,False,False,0,6.900000095369999,16.3999996185,$29.99 - $45.94,36.63,0,False,0,credenza- tv stand and a chair to be taken to a donation center. We would like to have the receipt for the donation brought back to us.,51-100 lbs,3859,False,45.94,29.99,1,36.63,UNKNOWN,True,0.0,0,12,12,37.35,20.9500003815,46.399999618500004,26.3999996185
2112,0,2016-12-03 18:30:00,18.2,False,False,0,14.5133390427,21.0,$39.99 - $65.79,72.24,0,False,0,There is no obstacles getting it ,51-100 lbs,3860,True,65.79,39.99,1,72.24,UNKNOWN,False,0.0,0,11,11,56.2,35.2,51.0,31.0
2113,0,2016-12-04 11:00:00,11.2,False,False,0,5.8762960434,11.0,$34.99 - $52.89,50.31,0,False,0,Christmas tree,51-100 lbs,3861,True,52.89,34.99,1,50.31,UNKNOWN,False,0.0,0,11,11,39.0,28.0,41.0,21.0
2114,0,2016-12-04 20:30:00,20.2,False,True,0,3.6468205451999998,18.0,$36.12 - $61.92,58.86,0,False,0,"These items are for a student film. They include Camera, Sound Equipment, several sand bags, apple boxes, and C-Stands.",101-250 lbs,3862,False,61.92,36.12,1,58.86,UNKNOWN,False,0.0,0,9,9,34.2333333333,16.233333333300003,48.0,28.0
2115,0,2016-12-05 00:30:00,0.2,False,True,0,3.8829412460300006,19.0,$37.41 - $63.21,89.01,0,False,0,"Equipment for a student film shoot. Items include several sand bags, Sound equipment, Apple boxes, and C stands.",101-250 lbs,3863,False,63.21,37.41,1,89.01,UNKNOWN,False,0.0,0,9,9,68.8,49.8,49.0,29.0
2116,0,2016-12-05 11:30:00,11.2,False,False,0,34.5,45.3499984741,$71.40 - $97.20,109.65,0,False,0,"1 eastern king mattress and foundation
2 queen foundations  ",50 lbs or less,3864,True,97.2,71.4,1,109.65,UNKNOWN,False,0.0,0,11,11,84.78333333329999,39.433334859199995,75.3499984741,55.3499984741
2117,0,2016-12-04 16:30:00,16.2,False,False,0,13.800627708399999,22.0,$31.68 - $51.48,42.05,0,False,0,6items small boxes ,101-250 lbs,3865,False,51.48,31.68,1,42.05,UNKNOWN,True,0.0,0,12,12,40.0333333333,18.0333333333,52.0,32.0
2118,0,2016-12-05 17:00:00,17.2,False,False,0,2.90000009537,7.08333349228,$29.99 - $36.71,34.65,0,False,0,"- Toilet in a box
- Customer will help with unloading off the truck
- Customer: Miguel Miranda (619) 519-4382
- Unit #71
",51-100 lbs,3866,False,36.71,29.99,1,34.65,UNKNOWN,True,0.0,0,12,12,33.95,26.86666650772,37.08333349228,17.08333349228
2119,0,2016-12-04 17:00:00,17.2,False,False,0,3.28021740913,8.0,$29.99 - $37.62,37.62,0,False,0,Table from West Elm store,101-250 lbs,3867,False,37.62,29.99,1,37.62,UNKNOWN,True,0.0,0,12,12,38.4166666667,30.416666666700003,38.0,18.0
2120,0,2016-12-04 16:30:00,16.2,False,False,0,10.8615474701,14.0,$29.99 - $43.56,29.99,0,False,0,Small chest freezer,51-100 lbs,3868,False,43.56,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,26.7666666667,12.7666666667,44.0,24.0
2121,0,2016-12-04 16:30:00,16.2,False,False,1,2.8918607235000002,12.0,$34.98 - $46.57,34.98,0,False,0,2 door mini fridge.,51-100 lbs,3869,False,46.57,34.98,1,34.98,UNKNOWN,True,0.0,0,12,12,30.0,18.0,42.0,22.0
2122,0,2016-12-05 10:00:00,10.2,False,False,0,15.884106635999999,29.0,$38.61 - $58.41,44.55,0,False,0,Acoustic panels,50 lbs or less,3870,False,58.41,38.61,1,44.55,UNKNOWN,True,0.0,0,12,12,45.4666666667,16.4666666667,59.0,39.0
2123,0,2016-12-05 15:00:00,15.2,False,False,0,15.5,18.2999992371,$29.99 - $47.82,30.69,0,False,0,"SKU : 5900493
Modern Buffet V3 White/Pecan 
Box Size 57.25"" X 21.25"" X 32""",101-250 lbs,3871,False,47.82,29.99,1,30.69,UNKNOWN,True,0.0,0,12,12,30.9,12.600000762899999,48.299999237099996,28.2999992371
2124,0,2016-12-05 10:30:00,10.2,False,False,0,11.046715736400001,19.0,$29.99 - $48.51,63.36,0,False,0,Table and 6 chairs,51-100 lbs,3872,False,48.51,29.99,1,63.36,UNKNOWN,True,0.0,0,12,12,64.28333333329999,45.28333333329999,49.0,29.0
2125,0,2016-12-05 11:00:00,11.2,False,False,0,2.93845868111,9.0,$29.99 - $38.61,29.99,0,False,0,Pick up king bed & roll of fabric and dropping at quality interiors - side mark Kristin Lomauro,50 lbs or less,3873,False,38.61,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,5.983333333330001,-3.016666666669999,39.0,19.0
2126,0,2016-12-05 13:00:00,13.2,False,False,0,9.59457397461,14.0,$29.99 - $43.56,41.58,0,False,0,"Small dresser, small patio table and chairs ",51-100 lbs,3874,False,43.56,29.99,1,41.58,UNKNOWN,True,0.0,0,12,12,42.4333333333,28.4333333333,44.0,24.0
2127,0,2016-12-05 15:00:00,15.2,False,False,0,0.40000000596,2.45000004768,$59.98 - $64.26,59.98,0,False,0,Q 3200 WEBER PROPANE GILL,51-100 lbs,3875,False,64.26,59.98,2,59.98,UNKNOWN,True,0.0,0,"12,12",12,14.7333333333,12.28333328562,32.45000004768,12.45000004768
2128,0,2016-12-06 19:30:00,19.2,False,False,0,4.599999904630001,20.5,$78.70 - $130.30,247.68,0,False,0,"Twin bed, metal frame, box spring 
Bedside table - 1.5x3 
Small dresser
Small shelving unit with drawers
Coffee table
TV and DVR
Armchair and foot table
Little bookcase
drawers 
10 Canvas paintings (multiple size, but stackable)
Drawing table
Paint shelf",251-500 lbs,3877,True,130.3,78.7,2,247.68,UNKNOWN,False,0.0,0,"11,11",11,96.1166666667,75.6166666667,50.5,30.5
2129,0,2016-12-05 16:00:00,16.2,False,False,0,0.659273564816,3.0,$34.99 - $42.57,34.99,0,False,0,Weber genesis 310 copper,101-250 lbs,3879,True,42.57,34.99,1,34.99,UNKNOWN,False,0.0,0,11,11,22.1833333333,19.1833333333,33.0,13.0
2130,0,2016-12-07 20:00:00,20.2,False,True,0,3.62569403648,14.0,$39.98 - $61.75,39.98,1,False,0,"Crate and barrel sofa, Height 32 in, Length 74-75 in, Width 36.  I will be at the pick up location. There is one small flight of stairs ",101-250 lbs,3882,False,61.75,39.98,1,39.98,UNKNOWN,False,0.0,0,9,9,21.3,7.300000000000001,44.0,24.0
2131,0,2016-12-06 11:00:00,11.2,False,False,0,1.8181285858200003,7.0,$29.99 - $36.63,29.99,0,False,0,"It's one large box, approximately 35 lbs and a few smaller boxes",50 lbs or less,3883,False,36.63,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,22.6666666667,15.6666666667,37.0,17.0
2132,0,2016-12-06 18:00:00,18.2,False,False,0,19.6166820526,72.0,$105.78 - $131.58,107.07,0,False,0,2 chase lounges. Will easily fit in large truck bed.,51-100 lbs,3884,True,131.58,105.78,1,107.07,UNKNOWN,False,0.0,0,11,11,83.0833333333,11.083333333300004,102.0,82.0
2133,0,2016-12-07 07:30:00,7.2,False,True,0,4.5913028717,20.0,$38.70 - $64.50,165.93,0,False,0,"need to stop at 161 Varick st, ny to load more things",101-250 lbs,3886,False,64.5,38.7,1,165.93,UNKNOWN,False,0.0,0,9,9,117.26666666700001,97.26666666700001,50.0,30.0
2134,0,2016-12-07 11:30:00,11.2,False,False,0,33.7999992371,34.616664886500004,$44.17 - $63.97,66.33,0,False,0,"bed, mattress, 2 side tables, 2 pillows",51-100 lbs,3887,False,63.97,44.17,1,66.33,UNKNOWN,True,0.0,0,12,12,39.9666666667,5.350001780199996,64.6166648865,44.616664886500004
2135,0,2016-12-08 10:30:00,10.2,False,False,0,58.5999984741,79.3666687012,$88.47 - $108.27,120.78,0,False,0,"20 x cases of Lemon Giggle
20 x cases of Orange Giggle 

Beverage - 24 cans per case. 

Please call upon arrival 
 William or Sara : 828-216-0099",101-250 lbs,3888,False,108.27,88.47,1,120.78,UNKNOWN,True,0.0,0,12,12,122.05,42.6833312988,109.3666687012,89.3666687012
2136,0,2016-12-07 09:00:00,9.2,False,True,0,6.2149429321300005,12.0,$34.99 - $54.18,38.7,0,False,0,3 large lamp shades and 6 small boxes,50 lbs or less,3889,False,54.18,34.99,1,38.7,UNKNOWN,False,0.0,0,9,9,29.55,17.55,42.0,22.0
2137,0,2016-12-07 11:00:00,11.2,False,False,0,2.8017573356599996,10.0,$29.99 - $39.60,29.99,0,False,0,It is a Futon packed in a large square shaped box. The package is at ups store. I do authorize you to pick it on my behalf. The delivery site has stairs.,"501-1,000 lbs",3890,False,39.6,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,21.45,11.45,40.0,20.0
2138,0,2016-12-10 07:00:00,7.2,False,False,0,29.5,41.2666664124,$50.75 - $70.55,66.37,0,False,0,9 large bins of household items plus about 5 small boxes,251-500 lbs,3891,False,70.55,50.75,1,66.37,UNKNOWN,True,0.0,0,12,12,62.8666666667,21.6000002543,71.2666664124,51.2666664124
2139,0,2016-12-07 12:30:00,12.2,False,False,0,29.55235672,44.0,$69.66 - $95.46,77.4,0,False,0,Boxes of tools ,"501-1,000 lbs",3892,True,95.46,69.66,1,77.4,UNKNOWN,False,0.0,0,11,11,60.0333333333,16.0333333333,74.0,54.0
2140,0,2016-12-07 13:30:00,13.2,False,False,0,19.118932724,30.0,$39.60 - $59.40,71.28,0,False,0,80in couch.,50 lbs or less,3893,False,59.4,39.6,1,71.28,UNKNOWN,True,0.0,0,12,12,71.6333333333,41.6333333333,60.0,40.0
2141,0,2016-12-07 14:30:00,14.2,False,True,0,6.10744571686,13.0,$34.99 - $55.47,46.44,0,False,0,2 chandeliersWe have someone to help carry on both ends,101-250 lbs,3894,False,55.47,34.99,1,46.44,UNKNOWN,False,0.0,0,9,9,35.6166666667,22.6166666667,43.0,23.0
2142,0,2016-12-07 16:00:00,16.2,False,False,0,5.0,12.100000381500001,$29.99 - $41.68,31.68,0,False,0,plywood ,251-500 lbs,3895,False,41.68,29.99,1,31.68,UNKNOWN,True,0.0,0,12,12,31.8333333333,19.7333329518,42.1000003815,22.100000381500003
2143,0,2016-12-08 11:00:00,11.2,False,False,0,0.800000011921,3.20000004768,$29.99 - $32.87,29.99,0,False,0,small sofa,101-250 lbs,3896,False,32.87,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,12.6166666667,9.41666661902,33.20000004768,13.20000004768
2144,0,2016-12-07 16:30:00,16.2,False,False,0,3.33427143097,13.0,$29.99 - $42.57,29.99,0,False,0,Christmas Tree under 8 ft,50 lbs or less,3898,False,42.57,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,26.383333333299998,13.383333333299998,43.0,23.0
2145,0,2016-12-07 17:00:00,17.2,False,False,0,5.914830684659999,14.0,$29.99 - $43.56,29.99,0,False,0,matress and box,50 lbs or less,3899,False,43.56,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,30.0,16.0,44.0,24.0
2146,0,2016-12-09 10:00:00,10.2,False,False,0,7.900000095369999,18.5333328247,$29.99 - $48.05,29.99,0,False,0,"Vizio M80-d3 TV from Costco.
To be picked up at Costco in east Hanover and dropped off in Pine Brook NJ.",101-250 lbs,3901,False,48.05,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,26.65,8.116667175299998,48.5333328247,28.5333328247
2147,0,2016-12-07 19:30:00,19.2,False,False,0,17.9109897614,23.0,$70.33 - $109.93,226.71,0,False,0,"2 x Massaro 3 Drawer Dresser - 111 lbs. each 39"" x 24"" x 32""
2 x Massaro Queen Bed components - 124 lbs. 76"" x 13"" x 29""
                                                       126 lbs. 87"" x 15"" x 18""",101-250 lbs,3902,False,109.93,70.33,2,226.71,UNKNOWN,True,0.0,0,"12,12",12,110.0,87.0,53.0,33.0
2148,0,2016-12-07 18:30:00,18.2,False,False,0,11.1511240005,17.0,$29.99 - $46.53,36.63,0,False,0,Table west elm. Under the name Jennifer  penni 619 240 5686 item number 70208 9,50 lbs or less,3903,False,46.53,29.99,1,36.63,UNKNOWN,True,0.0,0,12,12,37.2833333333,20.2833333333,47.0,27.0
2149,0,2016-12-07 20:00:00,20.2,False,False,0,1.38689780235,6.0,$34.99 - $46.44,34.99,0,False,0,Queen mattress and boxspring.,51-100 lbs,3904,True,46.44,34.99,1,34.99,UNKNOWN,False,0.0,0,11,11,23.9833333333,17.9833333333,36.0,16.0
2150,0,2016-12-08 10:00:00,10.2,False,False,0,11.625851631199998,18.0,$66.11 - $109.44,99.03,0,False,0,This request is for delivery of a couch purchased at Consignment Classics on Kurtz St.,51-100 lbs,3905,True,109.44,66.11,2,99.03,UNKNOWN,True,0.0,0,"11,12",12,43.2,25.200000000000003,48.0,28.0
2151,0,2016-12-08 11:00:00,11.2,False,False,0,8.96139812469,13.0,$29.99 - $42.57,37.62,0,False,0,3 mirrors 24 x 48 3 med size boxes ,50 lbs or less,3906,False,42.57,29.99,1,37.62,UNKNOWN,True,0.0,0,12,12,38.4666666667,25.4666666667,43.0,23.0
2152,0,2016-12-08 13:00:00,13.2,False,False,0,4.0,10.0500001907,$34.98 - $44.64,34.98,1,False,0,"2 nightstands.  
27.5""W x 17.5""D x 28""H to be returned to Pier 1. ",50 lbs or less,3907,False,44.64,34.98,1,34.98,UNKNOWN,True,0.0,0,12,12,30.0,19.9499998093,40.050000190700004,20.0500001907
2153,0,2016-12-08 12:30:00,12.2,False,False,0,9.10000038147,12.899999618499999,$29.99 - $42.47,29.99,0,False,0,WEBER SPIRIT 330 GRILL WITH SPARE PROPANE TANK CUSTOMER WILL BE ABLE TO HELP UNLOAD,101-250 lbs,3908,False,42.47,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,27.05,14.150000381500002,42.8999996185,22.899999618499997
2154,0,2016-12-08 12:00:00,12.2,False,False,0,12.2341537476,22.0,$63.36 - $102.96,72.27,0,False,0,Please use blankets and support the stability of this piece during transport. Will be brought upstairs into master bedroom upon delivery. Owner:Francis. Thanks!,51-100 lbs,3909,False,102.96,63.36,2,72.27,UNKNOWN,True,0.0,0,"12,12",12,34.9166666667,12.916666666700003,52.0,32.0
2155,0,2016-12-09 16:00:00,16.2,False,False,0,14.293374061600002,16.0,$34.99 - $59.34,132.87,0,False,0,"Twin mattress/box spring/ bed frame, personal items ",251-500 lbs,3911,True,59.34,34.99,1,132.87,UNKNOWN,False,0.0,0,11,11,102.816666667,86.816666667,46.0,26.0
2156,0,2016-12-09 10:00:00,10.2,False,False,0,27.3235034943,35.0,$107.59 - $153.19,136.12,1,False,0,"Multiple boxes with supplies, candles, posters, etc",51-100 lbs,3912,True,153.19,107.59,2,136.12,UNKNOWN,True,0.0,0,"11,12",12,51.1,16.1,65.0,45.0
2157,0,2016-12-08 18:00:00,18.2,False,False,0,0.0,0.0,$29.99 - $39.99,29.99,0,False,0,Heavy desk up a flight of stairs. Thank if you are able.,101-250 lbs,3913,False,39.99,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,11.433333333299998,11.433333333299998,30.0,10.0
2158,0,2016-12-12 11:30:00,11.2,False,True,0,151.0,151.0,$207.69 - $233.49,232.33,0,False,0,"one sofa (84 inches long)
full size bed 76 inches x 52 inches
two twin box springs ",101-250 lbs,3914,False,233.49,207.69,1,232.33,UNKNOWN,False,0.0,0,9,9,177.25,26.25,181.0,161.0
2159,0,2016-12-10 10:00:00,10.2,False,False,0,6.400000095369999,22.3666667938,$32.04 - $51.84,50.49,0,False,0,"compact treadmill
3 totes
2 suitcases",101-250 lbs,3915,False,51.84,32.04,1,50.49,UNKNOWN,True,0.0,0,12,12,50.8833333333,28.5166665395,52.3666667938,32.3666667938
2160,0,2016-12-09 12:30:00,12.2,False,False,0,15.0122995377,20.0,$38.70 - $64.50,52.89,0,False,0,"1700 lbs printed material on pallet. Pickup from ZinPrint, suite A. Driveway is off N. Woodside. Deliver cannot be before 1:00 PM.","1,001-5,000 lbs",3916,True,64.5,38.7,1,52.89,UNKNOWN,False,0.0,0,11,11,41.1333333333,21.1333333333,50.0,30.0
2161,0,2016-12-11 09:00:00,9.2,False,False,0,79.0,81.3000030518,$90.39 - $110.19,116.82,0,False,0,"The char in the foreground and the small hallway table in the background of the picture.

Chair is 4' wide x 3' high x 3' deep. 
Table is 52"" (4' 4"") wide x 18"" deep x 30"" high ",51-100 lbs,3917,False,110.19,90.39,1,116.82,UNKNOWN,True,0.0,0,12,12,117.85,36.54999694819999,111.3000030518,91.3000030518
2162,0,2016-12-09 14:00:00,14.2,False,False,0,15.399999618499999,20.066667556800002,$29.99 - $49.57,35.64,0,False,0,Box of toys for Toys for Tots,50 lbs or less,3919,False,49.57,29.99,1,35.64,UNKNOWN,True,0.0,0,12,12,35.8166666667,15.7499991099,50.0666675568,30.066667556800002
2163,0,2016-12-10 09:00:00,9.2,False,True,0,32.9000015259,41.0499992371,$65.85 - $91.65,67.08,0,False,0,"80 inch long sofa; one leather armchair (36 inches deep, 40 inches wide); one ottoman 24in by 24 in.",101-250 lbs,3921,False,91.65,65.85,1,67.08,UNKNOWN,False,0.0,0,9,9,51.5333333333,10.483334096199997,71.0499992371,51.0499992371
2164,0,2016-12-12 07:00:00,7.2,False,False,0,29.55235672,44.0,$69.66 - $95.46,134.16,0,False,0,Boxes tools and supplies ,"501-1,000 lbs",3922,True,95.46,69.66,1,134.16,UNKNOWN,False,0.0,0,11,11,103.55,59.55,74.0,54.0
2165,0,2016-12-09 19:00:00,19.2,False,False,0,3.86617040634,13.0,$29.99 - $42.57,29.99,0,False,0,Christmas tree,50 lbs or less,3924,False,42.57,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,21.2666666667,8.2666666667,43.0,23.0
2166,0,2016-12-10 08:30:00,8.2,False,False,0,12.277048111,17.0,$34.98 - $51.52,63.4,1,False,0,There is an elevator in my building,51-100 lbs,3925,False,51.52,34.98,1,63.4,UNKNOWN,True,0.0,0,12,12,58.75,41.75,47.0,27.0
2167,0,2016-12-09 20:00:00,20.2,False,False,0,16.213407516500002,23.0,$32.67 - $52.47,35.64,0,False,0,No,51-100 lbs,3926,False,52.47,32.67,1,35.64,UNKNOWN,True,0.0,0,12,12,35.5333333333,12.5333333333,53.0,33.0
2168,0,2016-12-10 09:30:00,9.2,False,False,0,3.6387426853199996,9.0,$29.99 - $38.61,29.99,0,False,0,It's a 6 foot IKEA couch. Not too heavy ,51-100 lbs,3927,False,38.61,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,29.5,20.5,39.0,19.0
2169,0,2016-12-10 10:00:00,10.2,False,False,0,12.398817062400001,29.0,$38.61 - $58.41,92.27,0,False,0,6 medium fedex boxes ,101-250 lbs,3928,False,58.41,38.61,1,92.27,UNKNOWN,True,0.0,0,12,12,73.1833333333,44.1833333333,59.0,39.0
2170,0,2016-12-10 10:30:00,10.2,False,False,0,29.5070438385,48.0,$74.82 - $100.62,94.17,0,False,0,"Boxes
Art
Decoration
Small tables","501-1,000 lbs",3931,True,100.62,74.82,1,94.17,UNKNOWN,False,0.0,0,11,11,73.4,25.400000000000006,78.0,58.0
2171,0,2016-12-10 11:00:00,11.2,False,False,0,2.29999995232,8.41666698456,$29.99 - $38.03,29.99,0,False,0,BIG GREEN EGG,50 lbs or less,3932,False,38.03,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,26.15,17.733333015439996,38.41666698456,18.416666984560003
2172,0,2016-12-10 14:00:00,14.2,False,False,0,13.5,26.216667175300003,$46.72 - $72.52,79.98,0,False,0,Sectional couch,50 lbs or less,3934,True,72.52,46.72,1,79.98,UNKNOWN,False,0.0,0,11,11,62.4,36.183332824699995,56.2166671753,36.2166671753
2173,0,2016-12-10 12:30:00,12.2,False,False,0,14.502776145899999,25.0,$34.65 - $54.45,53.46,0,False,0,A La-Z-boy recliner,51-100 lbs,3935,False,54.45,34.65,1,53.46,UNKNOWN,True,0.0,0,12,12,1.76666666667,-23.233333333330002,55.0,35.0
2174,0,2016-12-10 12:30:00,12.2,False,False,0,4.189276695249999,16.0,$29.99 - $45.54,29.99,0,False,0,Table and chairs,101-250 lbs,3936,False,45.54,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,23.0,7.0,46.0,26.0
2175,0,2016-12-10 13:00:00,13.2,False,False,0,1.52608466148,6.0,$34.99 - $46.44,34.99,0,False,0,Need help to deliver a Christmas tree ,50 lbs or less,3937,True,46.44,34.99,1,34.99,UNKNOWN,False,0.0,0,11,11,23.4,17.4,36.0,16.0
2176,0,2016-12-10 13:30:00,13.2,False,False,0,15.65666008,23.0,$42.57 - $68.37,39.99,0,False,0,Loft bunk bed/desk with twin mattress,101-250 lbs,3938,True,68.37,42.57,1,39.99,UNKNOWN,False,0.0,0,11,11,31.0333333333,8.0333333333,53.0,33.0
2177,0,2016-12-11 12:00:00,12.2,False,False,0,15.238477706900001,27.0,$47.73 - $73.53,100.62,0,False,0,"Two tables, no chairs",101-250 lbs,3940,True,73.53,47.73,1,100.62,UNKNOWN,False,0.0,0,11,11,78.4333333333,51.4333333333,57.0,37.0
2178,0,2016-12-21 11:00:00,11.2,False,False,0,9.800000190730001,19.0166664124,$29.99 - $48.53,31.68,0,False,0,GENESIS 330 GRILL,50 lbs or less,3941,False,48.53,29.99,1,31.68,UNKNOWN,True,0.0,0,12,12,31.85,12.833333587600002,49.0166664124,29.0166664124
2179,0,2016-12-19 11:00:00,11.2,False,False,0,7.3000001907300005,17.9666671753,$29.99 - $47.49,29.99,0,False,0,SUMMIT 670 GRILL,51-100 lbs,3942,False,47.49,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,27.55,9.583332824700001,47.9666671753,27.9666671753
2180,0,2016-12-11 10:00:00,10.2,False,False,0,30.614900589,40.0,$49.50 - $69.30,67.32,0,False,0,"Pick up 1-310-947-5491 DO 626-222-8480 bed frame only. Wood. 55""x65"" headboard 78"" rails. Stairs at drop off . about 15 stairs",101-250 lbs,3944,False,69.3,49.5,1,67.32,UNKNOWN,True,0.0,0,12,12,16.6666666667,-23.3333333333,70.0,50.0
2181,0,2016-12-11 15:30:00,15.2,False,False,0,14.206382751500001,30.0,$79.20 - $118.80,179.19,0,False,0,Wooden bookshelf and desk,51-100 lbs,3948,False,118.8,79.2,2,179.19,UNKNOWN,True,0.0,0,"12,12",12,89.21666666670001,59.21666666670001,60.0,40.0
2182,0,2016-12-11 14:30:00,14.2,False,False,0,0.20000000298,0.716666638851,$64.98 - $70.03,146.91,0,False,0,"1 bed, 1 tea table, sofa, dining table, 2 medium size cabinets",101-250 lbs,3949,True,70.03,64.98,2,146.91,UNKNOWN,True,0.0,0,"11,12",12,64.4333333333,63.716666694448996,30.716666638851,10.716666638851
2183,0,2016-12-11 15:30:00,15.2,False,False,0,3.1646425724,11.0,$29.99 - $40.59,29.99,0,False,0,Just a bed frame too big for my car!,51-100 lbs,3950,False,40.59,29.99,1,29.99,UNKNOWN,True,0.0,0,12,12,12.25,1.25,41.0,21.0
2184,0,2016-12-11 16:00:00,16.2,False,False,0,2.70000004768,9.11666679382,$34.99 - $50.46,34.99,0,False,0,I need this Treadmill to be picked up and dropped by costco so it can be returned. I'll be able to help for load and unload. ,101-250 lbs,3952,True,50.46,34.99,1,34.99,UNKNOWN,False,0.0,0,11,11,21.5333333333,12.41666653948,39.11666679382,19.116666793820002
